ID,Key,Stringdeep,Stringchat
1834453617774593,WORLDEVENT4_PAGE1,"队伍找到了村长提及的冒险者达里尔。从其装备判断，这名青年显然偏好弓箭作为武器。  

此刻他正在收拾营地，显然准备离开村庄。","队伍找到了村长达里尔所提到的冒险者。从他的装备来看，他似乎是一个偏爱弓箭作为武器的人。  

这个年轻人正在收拾营地。显然，他准备离开村庄。"
1834453617774594,WORLDEVENT4_PAGE2,"""我猜你们就是那个公会派来的冒险者吧，村民雇来保护他们的。""发现队伍后他说道，""你们来意我大概清楚，就直接给个和答复村民时相同的答案吧：  

我可没打算自寻死路。""","“我想你们就是村民雇来保护他们的那个公会的冒险者。”他看到队伍后说道。“我大致可以猜到你们来这里的原因，所以让我节省我们双方的时间，给你们一个我之前给村民的答案：  

我没有打算把我的生命抛弃。”"
1834453617774595,WORLDEVENT4_PAGE3,"他整理完行装将旅行袋甩上肩头。  
""奉劝一句：赶紧离开，让村民也照做——或许他们会听劝。自从匪王手下现身那刻起，这村子就注定要完蛋。""","他收拾完营地，把一个旅行包扔在肩上。  
“给你们一句建议：离开吧，告诉村民们也这样做；也许他们会听你们的。这个村庄在强盗王的手下出现的那一刻就注定要毁灭。”"
1834453617774596,WORLDEVENT4_DECISION1,尝试说服他协助,尝试说服他帮助。
1834453617774597,WORLDEVENT4_DECISION1RESULT0_PAGE1,"{CHARACTER1}询问他是否能提供任何帮助，强调即便是微小助力也能增加拯救村庄的希望。  

冒险者长叹一声。","{CHARACTER1}问他是否能为队伍提供任何帮助。任何帮助，无论多么微小，都可能帮助他们拯救村庄。  

冒险者叹了口气。"
1834453617774598,WORLDEVENT4_DECISION1RESULT0_PAGE2,"""...我承认如果能做点什么，自己或许能睡得更安稳些——虽然不觉得这有用。""  

他指向长弓：""我的箭术尚可，对周边森林也了如指掌。  

或许能帮忙拖延部分匪徒，让你们不必同时应对太多敌人。但别指望更多了。""","“……我承认如果我至少做点什么，我会睡得更安稳。虽然我怀疑这会有什么用。”  

他指着自己的弓：“我射得还不错，对附近的森林也非常熟悉。  

我或许能拖延一些强盗，这样你们就不必同时应对太多的他们。但别指望更多。”"
1834453617774599,WORLDEVENT4_DECISION1RESULT0_PAGE3,"""若没其他事我就先告辞了。祝你们好运——你们绝对需要这个。  

要是真能活下来，或许我会考虑拜访你们的冒险者公会。""","“好吧，如果没有别的事，我就要走了。祝你们好运。你们会需要它的。  

如果你们真的能活下来，那我可能会考虑去你们的冒险者公会看看。”"
1834453621968896,WORLDEVENT4_DECISION1ALTRESULT0_PAGE1,"{CHARACTER1}竭尽{GENDER1:cond:=1?他的|=0?她的}所能试图说服冒险者，对方却只是摇头。  

""这不值得。并非不同情村民——他们都是好人，但冒险者终究该把自身安危放在首位。  

听劝快走吧。""","{CHARACTER1}尽力说服冒险者帮助他们，但冒险者只是摇了摇头。  

“这根本不值得。我并不是不为村民感到遗憾。他们是好人，但最终我们冒险者必须首先考虑自己。  

听我的劝告，离开吧。”"
1834453621968897,WORLDEVENT4_DECISION1ALTRESULT0_PAGE2,"""若没其他事我就先告辞了。祝你们好运——你们绝对需要这个。  

要是真能活下来，或许我会考虑拜访你们的冒险者公会。""","“好吧，如果没有别的事，我就要走了。祝你们好运。你们会需要它的。  

如果你们真的能活下来，那我可能会考虑去你们的冒险者公会看看。”"
1834453621968898,WORLDEVENT4_DECISION2,伊兰有话要说,埃兰有话要说。
1834453621968899,WORLDEVENT4_DECISION2RESULT0_PAGE1,"伊兰上前质问达里尔：""这样真的好吗？""  

惊讶的达里尔反问：""什么好不好？""  

""只为苟活而活的人生？你成为冒险者难道不是为了活出意义？""  

达里尔叹息：""别告诉我你是那种理想主义者？小子，我们不是英雄。你不过是听多了酒馆里醉鬼吹嘘的传奇故事。  

但现实是，冒险者没那么伟大。你真以为我是自愿当冒险者？不过是个流浪汉罢了。""","埃兰向达里尔走去，问道：“你真的对此没问题吗？”  

惊讶的达里尔反问：“没问题什么？”  

“就为了生存而活着？难道你成为冒险者不是为了让自己的生活有所成就吗？”  

达里尔叹了口气。“别告诉我你是那种冒险者？小子，我们不是英雄。你只是听了太多醉酒冒险者在酒馆里的故事，他们想让自己看起来更伟大。  

然而，事实是我们并不是。你真的认为我成为冒险者是因为我想吗？我基本上只是个流浪汉。”"
1834453621968900,WORLDEVENT4_DECISION2RESULT0_PAGE2,"<b>""但你不渴望超越现状吗？""</b>伊兰突然提高声量，令众人侧目——这不像他平日的作风。  

""我曾因采集药草的简单任务遭怪物伏击，差点孤零零死在洞穴里。当时最恐惧的并非死亡本身，而是想到若就此死去，人生将毫无意义。""  

伊兰凝视达里尔：""此刻逃跑固然能活命。若不断逃避，或许还能苟活很久。  

但终有一日你会死去，届时将带着空白的人生谢幕。""达里尔面露不安，显然被说中了心事。","<b>“但你难道不想成为更多吗？”</b> 埃兰大声喊道，惊讶了所有人。埃兰通常不是那种会提高声音的人。  

“我在一个任务中被怪物伏击，独自在洞穴里差点死去，那次任务我只需要采集一些草药。那时让我最害怕的并不是死亡本身，而是如果我在那一刻死去，那么我的生命将毫无意义。”  

埃兰看着达里尔：“如果你现在逃跑，今天当然可以活下来。如果你不断从一个地方逃到另一个地方，甚至可能活得更久。  

但总有一天你会死，而那时你将一无所有。”  

达里尔显得不安。他显然不喜欢这个前景。"
1834453621968901,WORLDEVENT4_DECISION2RESULT0_PAGE3,"""或者...""伊兰续道，""...你可以协助我们守护村民，让自己的人生至少闪耀一次英雄的光辉。""  

达里尔沉思良久。  

""或许你是对的。""他终于开口，""反正人终有一死，何不死得值得铭记？""  

他伸出手，初见以来首次露出笑容。  
""我加入。""","“或者……”埃兰继续说道“……你可以帮助我们保护这些人，让你的人生中有那么一刻感觉像个英雄。”  

达里尔思考了一会儿。  

“我想你说得没错。”他终于说道。“反正我们总会死去。那么为什么不在做一些值得铭记的事情时死去呢？”  

他伸出手，第一次露出了微笑。  
“我会帮助你们战斗。”"
1834453621968902,WORLDEVENT5_PAGE1,"队伍遇见了一位老村民，他自称是村中长老。

""欢、欢迎你们，冒险者。感谢响应我们的求助。"" 
他紧张地打量着冒险者们。

""还、还会有更多人赶来吗？""

冒险者们告诉村长只有他们一行人前来。","队伍被一位老村民迎接，他自我介绍为村长。  

“欢迎，冒险者。感谢你们回应我们的求助。”  
他紧张地打量着冒险者。  

“你们会有更多人到来吗？”  

冒险者告诉村长，他们是唯一的。"
1834453626163200,WORLDEVENT5_PAGE2,"""这样啊...""长老对队伍的回答显得十分沮丧。
""没、没关系，强盗很快就要来了。我们没法在战斗中帮忙，所以会躲在屋里。不过或许其他村民能用别的方式协助你们。""","“我明白了……”村长似乎对队伍的回答感到沮丧。  
“没关系，强盗很快就会到达。我们在战斗中帮不了你们，所以我们会待在家里。但也许其他村民能以其他方式帮助你们。”"
1834453626163201,WORLDEVENT5_PAGE3,"""这里还有另一位冒险者。他叫达里尔，过去多次帮助过我们。""村长补充道。

""我们曾请求他协助对抗强盗，但很遗憾他拒绝了并准备离开。或、或许你们能说服他？""","“这里还有另一位冒险者。他的名字是达里尔，过去他已经帮助过我们很多次。”村长补充道。  

“我们也问过他是否愿意帮助我们对抗强盗，但不幸的是他拒绝了，并准备离开。也许你们可以说服他？”"
1834453626163202,WORLDEVENT5_DECISION1,队伍决定与村民交谈。,队伍决定与村民交谈。
1834453626163203,WORLDEVENT5_DECISION1RESULT0_PAGE1,"""如果有需要可以随时来找我。""",“如果你们需要其他帮助，我会在这里等你们。”
1834453626163204,WORLDEVENT5_DECISION2,队伍无需任何准备。,队伍不需要任何准备。
1834453626163205,WORLDEVENT5_DECISION2RESULT0_PAGE1,"""确、确定吗？既然你们这么说...""长老面露忧色。

""我们会躲在屋里。冒险者们，我会为你们的胜利祈祷。""","“你们确定吗？如果你们这么说……”村长看起来很担心。  

“我们会躲在家里。我会为你们的成功祈祷，冒险者。”"
1834453626163206,WORLDEVENT6_PAGE1,"""你们回来了！还需要什么帮助吗？""村长询问冒险队伍。",“你们回来了！还需要其他帮助吗？”村长问队伍。
1834453626163207,WORLDEVENT6_DECISION1,队伍仍需四处查看。,队伍仍然需要四处看看。
1834453626163208,WORLDEVENT6_DECISION2,队伍准备迎战强盗。,队伍准备好面对强盗。
1834453626163209,WORLDEVENT6_DECISION2RESULT0_PAGE1,"""那就愿诸神与你们同在。""村长对冒险者们说完后，与其他村民一样回到了屋内。",“那么愿神明与你们同在。我们会为你们的成功祈祷。”村长对冒险者说道，然后像其他村民一样回到自己的房子里。
1834453626163210,WORLDEVENT7_PAGE1,"冒险小队没等多久，盗匪们便现身了。  

他们人数众多，有些人还带着爆炸物。显然这群暴徒打算将整个村庄夷为平地。  

看到冒险者时，他们放声大笑起来。","队伍没有等太久，强盗们终于出现了。  

他们人数众多，其中一些人还携带着炸药。显然，他们打算将整个村庄夷为平地。  

当他们看到冒险者时，开始大笑起来。"
1834453630357504,WORLDEVENT7_PAGE2,"""那些该死的村民居然雇了保镖！哈！""其中一个盗匪对同伙喊道。""瞧瞧这帮穷酸样！""周围的匪徒笑得更猖狂了。  

""你们知道在和谁作对吗？我们可是盗贼王麾下的正规军！""另一人叫嚣着。  

""趁现在还有机会，赶紧夹着尾巴逃吧！""","“这些该死的村民居然雇人来保护他们！哈哈！”其中一个对他的同伴说道。“但看看他们！似乎没花多少钱！”他周围的强盗们笑得更大声了。  

“你们知道自己在和谁打交道吗？我们是强盗王军队的一部分！”另一个人喊道。  

“你们最好趁现在还有机会赶紧逃跑！”"
1834453630357505,WORLDEVENT7_DECISION1,够了！我们要挺身而出，保护村庄！,够了！队伍将与强盗作斗争以保护村庄！
1834453630357506,WORLDEVENT7_DECISION1RESULT0_PAGE1,"冒险者们严阵以待。村庄的命运即将在此刻决定。  

准备战斗！","队伍做好了准备。是时候决定村庄的命运了。  

准备战斗！"
1834453630357507,WORLDEVENT7_DECISION1CONDRESULT1_PAGE1,"冒险者们严阵以待。村庄的命运即将在此刻决定。  

准备战斗！","队伍做好了准备。是时候决定村庄的命运了。  

准备战斗！"
1834453630357508,WORLDEVENT7_DECISION1CONDRESULT2_PAGE1,"冒险者们严阵以待。村庄的命运即将在此刻决定。  

准备战斗！","队伍做好了准备。是时候决定村庄的命运了。  

准备战斗！"
1834453630357509,WORLDEVENT7_DECISION1CONDRESULT3_PAGE1,"冒险者们严阵以待。村庄的命运即将在此刻决定。  

准备战斗！","队伍做好了准备。是时候决定村庄的命运了。  

准备战斗！"
1834453630357510,WORLDEVENT8_PAGE1,"失去首领和大批同伙后，残存的盗匪仓皇逃窜。危机解除后，村民们涌出房屋，争相感谢拯救他们的英勇冒险者。他们将冒险者们扛在肩上，高声呼喊着英雄的名字表达感激。  

今晚，全村将为他们举办庆功盛宴！","在失去他们的首领和大部分力量后，剩下的强盗从战场上逃跑了。威胁被消灭后，村民们涌出家门，急忙向拯救他们的勇敢冒险者们表示感谢。他们将冒险者们抬上肩头，齐声高唱他们的名字以示赞美和感激。  

今天他们将为冒险者们举行盛宴！"
1834453630357511,WORLDEVENT9_PAGE1,"冒险小队看到一群孩童正在田野间嬉戏，他们的母亲正呼唤着让他们回家却收效甚微。  

当孩子们看到冒险者们时，他们立即跑回母亲身边躲在她身后。","队伍看到一群孩子在田野上玩耍，而一位母亲则在呼唤他们回家，但并没有成功。  

当孩子们看到冒险者时，他们跑回母亲身边，躲在她的背后。"
1834453630357512,WORLDEVENT9_PAGE2,"这位母亲紧张地走近冒险者们问道：  

""你们是公会派来的冒险者吗？""  

冒险者们确认自己正是来自冒险者公会。听到这个回答，妇人似乎稍稍松了口气。","母亲走近冒险者，紧张地问道：  

“你们是公会的冒险者吗？”  

冒险者们确认他们确实是来自冒险者公会的冒险者。听到这个，女人似乎放松了一些。"
1834453630357513,WORLDEVENT9_PAGE3,"""非常感谢你们能来！如果是来找长老的话，他应该在村子中央。""  

原本躲着冒险者的孩子们开始小心翼翼地探出头来。他们低声对母亲说了些什么，接着跑回了屋里。  

""实在抱歉，能请你们稍等片刻再出发吗？孩子们有东西要送给你们。""","“非常感谢你们的到来！如果你们是来找长老的，他应该在村子的中央。”  

那些最初躲避冒险者的孩子们开始小心翼翼地显露出来。他们对母亲低声说了些什么，然后又跑回了他们的家。  

“抱歉，但你们能等一下再走吗？孩子们有东西要给你们。”"
1834453634551808,WORLDEVENT9_DECISION1,队伍选择等待。,队伍等待。
1834453634551809,WORLDEVENT9_DECISION1RESULT0_PAGE1,"孩子们回来后怯生生地递上几个用碎布和干草填充的粗糙人偶，给每位冒险者都准备了一个。  

""这是守护人偶。""妇人向冒险者们解释道，""传说这些人偶能代替主人承受伤害。孩子们听说有冒险者要来帮助我们后，连夜赶制了这些。""","孩子们回来了，害羞地递给他们一些用布和草做的非常粗糙的玩偶。每个冒险者都有一个。  

“这些是守护玩偶。”女人告诉冒险者们。“这些玩偶据说可以通过替主人承受伤害来保护他们。在孩子们听说有冒险者来帮助我们后，他们整夜都没睡，做了这些给你们。”"
1834453634551810,WORLDEVENT9_DECISION1RESULT0_PAGE2,"冒险者们心知这不过是当地的迷信，这些人偶多半没有任何实际作用。但不得不承认，这些人偶确实有种独特的魅力。  

他们收下人偶并向孩子们道谢。  

母亲和孩子们为冒险者们送上祝福后回到了屋内。","冒险者们知道这可能只是一些地方迷信，玩偶可能并没有什么用处。尽管如此，他们不得不承认这些玩偶确实有一种独特的魅力。  

他们接过玩偶，感谢孩子们。  

母亲和孩子们祝愿冒险者们好运，然后回到了他们的家中。"
1834453634551811,WORLDEVENT10_PAGE1,冒险小队看到一个男人正用木板封堵自家房门，房屋的窗户也早已被同样加固。,队伍看到一个男人正在用木板封住他的房门。房子的窗户也已经被这样处理过。
1834453634551812,WORLDEVENT10_DECISION1,队伍询问男人在做什么。,队伍问那个男人他在做什么。
1834453634551813,WORLDEVENT10_DECISION1RESULT0_PAGE1,"""我在做什么？当然是在确保安全！""男人没好气地呛声道，""只要把防御工事做够明显，强盗就不敢轻易破门。希望你们冒险者能比看起来更能打。反正我会在屋里待得安安稳稳。""  

冒险者们怀疑简单的路障根本无法阻挡强盗。","“我在做什么？我在保护自己！这就是我在做的。”他对冒险者怒吼道。“如果不够明显，强盗就不会轻易闯入我的房子。我希望你们这些冒险者能比你们想象的更能打。不管怎样，我会安全地呆在我的房子里。”

冒险者们怀疑简单的封锁能否阻止强盗。"
1834453634551814,WORLDEVENT10_DECISION1RESULT0_PAGE2,"""哈！你以为我只有路障？我还在门前摆了火药桶。""男人说道，""谁敢拆我的路障，我就威胁要引爆炸药。""不知为何，冒险者们觉得这绝非虚张声势——他看起来确实像会不管不顾引爆炸药的疯子。",“哈！封锁可不是我唯一的手段。我还有一些爆炸桶，我会把它们放在门前。如果有人试图拆掉封锁，我就威胁引爆它们。”那个男人说道，出于某种原因，冒险者们觉得这可能不是空洞的威胁。他看起来像是那种无论多疯狂都会引爆炸药的人。
1834453634551815,WORLDEVENT10_DECISION1RESULT0_PAGE3,"男人终于钉完最后一块木板，正得意地欣赏自己的杰作时，突然意识到一个致命问题——  

要进屋就必须拆除刚封好的路障。在冒险者们惊讶的目光中，男人突然开始破口大骂。","男人终于把木板钉在了门上，满怀自豪地看着自己的成果……直到一个突然的念头袭来。

为了进屋，他必须再次移除封锁。令队伍惊讶的是，那个男人开始痛骂不已。"
1834453634551816,WORLDEVENT11_PAGE1,"""你是有什么事找我，还是单纯来浪费我时间的？""",“你们有什么事想找我，还是只是来浪费我的时间？”
1834453634551817,WORLDEVENT11_DECISION1,询问男子是否可以拿走炸药桶,问那个男人是否可以要爆炸桶。
1834453638746112,WORLDEVENT11_DECISION1RESULT0_PAGE1,"队伍意识到可以用这些桶在关键位置布置对付强盗，于是向男子提出请求。  

""你疯了吗？！""疯癫男子喊道，""把桶给你们，我还怎么炸那些堵我家门的强盗？""","队伍意识到他们可以利用这些桶在对抗强盗时设置关键位置。于是他们问那个男人是否可以要这些桶。

“你们疯了吗？！”那个疯狂的男人说道。“如果我把桶给你们，那我就没有东西可以在我家门前炸强盗了。”"
1834453638746113,WORLDEVENT12_DECISION1,尝试说服他交出炸药桶,试图说服他放弃桶。
1834453638746114,WORLDEVENT12_DECISION1RESULT0_PAGE1,"{CHARACTER1}向男子说明炸药桶可用于对抗强盗。若成功击退强盗，他就不再需要这些桶。  

令人意外的是，这种逻辑居然说服了男子。""好像有点道理。好吧，桶给你们。""","{CHARACTER1}告诉那个男人，他们可以在与强盗的战斗中使用这些桶。如果他们成功赶走强盗，那个男人就不需要这些桶了。

令人惊讶的是，这个逻辑似乎对那个男人有效。“我想你说得有道理。好吧，你们可以拿走这些桶。”"
1834453638746115,WORLDEVENT12_DECISION1RESULT0_PAGE2,"""现在快走。我得先把门闩卸了，你们才能用那些桶。""",“现在走吧。在你们能用这些桶之前，我需要解除封锁我的门。”
1834453638746116,WORLDEVENT12_DECISION1ALTRESULT0_PAGE1,"{CHARACTER1}向男子说明炸药桶可用于对抗强盗。若成功击退强盗，他就不再需要这些桶。  

他打量着冒险者们：""算了。我还是按自己的计划来。""","{CHARACTER1}告诉那个男人，他们可以在与强盗的战斗中使用这些桶。如果他们成功赶走强盗，那个男人就不需要这些桶了。

他打量着冒险者们。“不，我想我还是坚持我的计划。”"
1834453638746117,WORLDEVENT12_DECISION2,威胁男子交出炸药桶,威胁那个男人放弃桶。
1834453638746118,WORLDEVENT12_DECISION2RESULT0_PAGE1,"""你以为我怕你们？敢动这些桶，我就把咱们全炸上天！""  

队伍相信这个疯子真干得出来，决定不冒被炸飞的风险。","“你以为我怕你吗？试着拿走桶，我就炸掉我们所有人！”

队伍相信这个男人，决定不冒被疯狂的人炸掉的风险。"
1834453638746119,WORLDEVENT12_DECISION2CONDRESULT1_PAGE1,"""你以为我怕你们？敢动这些桶，我就把咱们全炸上天！""  

{CHARACTER1}不为所动的态度让男子大吃一惊。  

""你以为我不敢动手？""","“你以为我怕你吗？试着拿走桶，我就炸掉我们所有人！”

{CHARACTER1}对这个威胁毫不在意，这让那个男人感到惊讶。

“你觉得我不会这么做吗？”"
1834453638746120,WORLDEVENT12_DECISION2CONDRESULT1_PAGE2,"{CHARACTER1}表示{GENDER1:cond:=1?他|=0?她}根本不在乎。男子恶狠狠瞪着{CHARACTER1}，后者却毫无惧色。  

男子突然大笑起来。  
""你是认真的？也许像你这么疯的人真能用好我的炸药桶。行吧，桶归你们了。""","{CHARACTER1}说{GENDER1:cond:=1?他|=0?她}无论如何都不会在意。那个男人威胁地盯着{CHARACTER1}。{CHARACTER1}似乎毫不在意。

突然，那个男人开始大笑。“你是认真的吧？也许像你这样的疯子真的能好好利用我的爆炸桶。好吧，你们可以拿走这些桶。”"
1834453638746121,WORLDEVENT12_DECISION2CONDRESULT1_PAGE3,"""现在快走。我得先把门闩卸了，你们才能用那些桶。""",“现在走吧。在你们能用这些桶之前，我需要解除封锁我的门。”
1834453638746122,WORLDEVENT12_DECISION3,不再理会这个男子,让那个男人自己待着。
1834453642940416,WORLDEVENT12_DECISION3RESULT0_PAGE1,队伍决定不再理会这个古怪的男子。,队伍决定就让那个男人自己待着。
1834453642940417,WORLDEVENT13_PAGE1,"""又是你？这次想要什么？"" 村民一边说，一边仍在试图拆除他当初草率搭建的路障。","""又是你？这次你想要什么？"" 村民一边试图移除他随意设置的障碍物，一边说道。"
1834453642940418,WORLDEVENT14_PAGE1,一对老夫妇站在自家房前。看到冒险者们时，他们出声招呼。看起来已经等候多时。,一对老年夫妇站在他们的房子前。当他们看到冒险者时，便呼喊着他们。看来他们是在等候冒险者。
1834453642940419,WORLDEVENT14_PAGE2,"""你们是冒险者公会来的冒险者吧？"" 老者询问道。得到肯定答复后，夫妇俩取出布袋交给冒险者。","""你们是冒险者公会的冒险者，对吧？"" 老年男子问道。冒险者们点了点头。

听到这个，夫妇俩拿出一个袋子，递给了冒险者。"
1834453642940420,WORLDEVENT14_PAGE3,"""昨天有位行商路过村子，我们托他买了些战备物资。几乎花光了积蓄，但请拿去守护我们的村庄吧。"" 老妇人说道。","""昨天有个商人经过我们的村庄，我们请他卖给我们一些能帮助你们战斗的东西。这几乎花光了我们所有的积蓄，但请拿着它，用来保护我们的村庄。"" 老年妇女说道。"
1834453642940421,WORLDEVENT14_DECISION1,接过布袋,拿起那个袋子。
1834453642940422,WORLDEVENT14_DECISION1RESULT0_PAGE1,"""愿诸神与你们同在！""  
老夫妇转身回到屋内。","""愿诸神与你同在！""

老年夫妇走进了他们的房子。"
1834453642940423,WORLDEVENT14_DECISION2,接过布袋并承诺公会会补偿他们（扣除750金币）,拿起那个袋子，并告诉夫妇公会会偿还他们。（损失750金币）
1834453642940424,WORLDEVENT14_DECISION2RESULT0_PAGE1,"老夫妇对冒险者的慷慨表示感谢。  
""愿诸神与你们同在！""  
老夫妇转身回到屋内。","老年夫妇感谢冒险者的慷慨。

""愿诸神与你同在！""

老年夫妇走进了他们的房子。"
1834453642940425,WORLDEVENT15_PAGE1,冒险小队目睹了令人沮丧的景象。他们发现了有人遭野兽袭击的痕迹。所幸现场并未发现尸体，或许受害者仍有生还可能。,队伍遇到了一个令人沮丧的场景。他们发现有人被野生怪物攻击的迹象。幸运的是没有尸体，所以受害者仍然有可能活着。
1834453642940426,WORLDEVENT15_DECISION1,尝试寻找踪迹,尝试寻找任何踪迹。
1834453642940427,WORLDEVENT15_DECISION1RESULT0_PAGE1,"{CHARACTER1}发现了从血泊延伸出的淡淡血迹。  

但愿他们来得不算太迟。","{CHARACTER1} 能够找到微弱的血迹，通向血迹之外。

希望他们没有太晚。"
1834453647134720,WORLDEVENT15_DECISION1ALTRESULT0_PAGE1,"遗憾的是小队未能发现任何踪迹。即便曾有线索，也早已湮灭难寻。  

看来他们只能用老办法寻找受害者了。","不幸的是，队伍没有找到任何踪迹。如果有的话，它们太微弱，以至于他们无法发现。

看来他们必须以传统的方式寻找受害者。"
1834453647134721,WORLDEVENT16_PAGE1,"一大群男子开始搭建看似箭术靶场的设施，靶位距离之远即便是经验丰富的弓箭手也会觉得离谱。  

""现在开始今日的首项挑战，亲爱的参赛者们。向标靶射击，向观众证明你们的箭术。你们将获得统一配置的普通弓箭，以示比赛结果绝无装备优劣之嫌。""","一大群人开始搭建一个看起来像是射箭场的地方，远处的靶子即使对于经验丰富的弓箭手来说也显得不切实际。  

“现在，亲爱的参赛者们，今天的第一个挑战来了。射击靶子，向观众证明你们的射箭技巧。你们将获得一把简单的弓和一筐箭矢，这样没人可以说结果是由于他们自己的装备。”"
1834453647134722,WORLDEVENT16_DECISION1,选择参赛的冒险者,选择一位冒险者参赛。
